seed,controller,ticks,final_population,births,deaths,resources_consumed_count,total_energy_final,mean_population,mean_energy,action_entropy,time_to_extinction,time_to_extinction_censored,time_to_first_birth,max_generation,founders_reproducing_count,survived,any_birth,invalid_action_rate,run_dir,source_csv
70,reactive,1000.0,3.0,0.0,7.0,318.0,1188.0,5.114,209.85083214285714,2.3169664297572004,,1000.0,,,,1.0,0.0,0.0,experiments/results/batch100x1000/seed_70/reactive_seed70_20260815T165926Z,experiments/results/batch100x1000/seed_70/metrics.csv
71,evolutionary,1000.0,0.0,0.0,10.0,42.0,0.0,1.329,44.496331554693185,1.4767999900223132,590.0,590.0,,,,0.0,0.0,0.0,experiments/results/batch100x1000/seed_71/evolutionary_seed71_20260815T165927Z,experiments/results/batch100x1000/seed_71/metrics.csv
71,random,1000.0,0.0,0.0,10.0,5.0,0.0,0.633,44.12156862745098,2.315599480442652,86.0,86.0,,,,0.0,0.0,0.0,experiments/results/batch100x1000/seed_71/random_seed71_20260815T165926Z,experiments/results/batch100x1000/seed_71/metrics.csv
71,reactive,1000.0,3.0,0.0,7.0,302.0,1259.0,4.808,233.26151825396823,2.3168084243594795,,1000.0,,,,1.0,0.0,0.0,experiments/results/batch100x1000/seed_71/reactive_seed71_20260815T165926Z,experiments/results/batch100x1000/seed_71/metrics.csv
72,evolutionary,1000.0,0.0,1.0,11.0,8.0,0.0,0.657,38.283699456571796,2.2406581139554627,95.0,95.0,,,,0.0,1.0,0.0,experiments/results/batch100x1000/seed_72/evolutionary_seed72_20260815T165927Z,experiments/results/batch100x1000/seed_72/metrics.csv
72,random,1000.0,0.0,0.0,10.0,5.0,0.0,0.635,41.93087212413055,2.3114246892911994,90.0,90.0,,,,0.0,0.0,0.0,experiments/results/batch100x1000/seed_72/random_seed72_20260815T165927Z,experiments/results/batch100x1000/seed_72/metrics.csv
72,reactive,1000.0,1.0,0.0,9.0,119.0,722.0,2.107,441.94093888888887,2.3188574056052573,,1000.0,,,,1.0,0.0,0.0,experiments/results/batch100x1000/seed_72/reactive_seed72_20260815T165927Z,experiments/results/batch100x1000/seed_72/metrics.csv
73,evolutionary,1000.0,0.0,1.0,11.0,13.0,0.0,0.925,48.04665570175438,1.9452323703330794,153.0,153.0,,,,0.0,1.0,0.0,experiments/results/batch100x1000/seed_73/evolutionary_seed73_20260815T165927Z,experiments/results/batch100x1000/seed_73/metrics.csv
73,random,1000.0,0.0,0.0,10.0,10.0,0.0,0.724,44.82196800595238,2.3180117888827447,129.0,129.0,,,,0.0,0.0,0.0,experiments/results/batch100x1000/seed_73/random_seed73_20260815T165927Z,experiments/results/batch100x1000/seed_73/metrics.csv
73,reactive,1000.0,4.0,0.0,6.0,347.0,2061.0,5.098,369.58227023809525,2.3147066693153544,,1000.0,,,,1.0,0.0,0.0,experiments/results/batch100x1000/seed_73/reactive_seed73_20260815T165927Z,experiments/results/batch100x1000/seed_73/metrics.csv
74,evolutionary,1000.0,0.0,4.0,14.0,37.0,0.0,1.443,53.36004034660751,1.9198126498152905,403.0,403.0,,,,0.0,1.0,0.0,experiments/results/batch100x1000/seed_74/evolutionary_seed74_20260815T165928Z,experiments/results/batch100x1000/seed_74/metrics.csv
74,random,1000.0,0.0,0.0,10.0,5.0,0.0,0.623,40.00808201058201,2.3102803621892836,91.0,91.0,,,,0.0,0.0,0.0,experiments/results/batch100x1000/seed_74/random_seed74_20260815T165928Z,experiments/results/batch100x1000/seed_74/metrics.csv
74,reactive,1000.0,4.0,0.0,6.0,318.0,1890.0,4.71,313.86649523809524,2.313311078547811,,1000.0,,,,1.0,0.0,0.0,experiments/results/batch100x1000/seed_74/reactive_seed74_20260815T165928Z,experiments/results/batch100x1000/seed_74/metrics.csv
75,evolutionary,1000.0,0.0,0.0,10.0,4.0,0.0,0.721,40.87813852813853,1.8114659593050702,100.0,100.0,,,,0.0,0.0,0.0,experiments/results/batch100x1000/seed_75/evolutionary_seed75_20260815T165928Z,experiments/results/batch100x1000/seed_75/metrics.csv
75,random,1000.0,0.0,0.0,10.0,3.0,0.0,0.602,43.13358338769298,2.3207908502224694,74.0,74.0,,,,0.0,0.0,0.0,experiments/results/batch100x1000/seed_75/random_seed75_20260815T165928Z,experiments/results/batch100x1000/seed_75/metrics.csv
75,reactive,1000.0,2.0,0.0,8.0,181.0,957.0,2.997,369.14398611111113,2.3183330229275807,,1000.0,,,,1.0,0.0,0.0,experiments/results/batch100x1000/seed_75/reactive_seed75_20260815T165928Z,experiments/results/batch100x1000/seed_75/metrics.csv
76,evolutionary,1000.0,0.0,0.0,10.0,46.0,0.0,1.481,64.2664825262498,1.6701591061644827,710.0,710.0,,,,0.0,0.0,0.0,experiments/results/batch100x1000/seed_76/evolutionary_seed76_20260815T165929Z,experiments/results/batch100x1000/seed_76/metrics.csv
76,random,1000.0,0.0,0.0,10.0,4.0,0.0,0.624,45.165333333333336,2.317674912605407,76.0,76.0,,,,0.0,0.0,0.0,experiments/results/batch100x1000/seed_76/random_seed76_20260815T165929Z,experiments/results/batch100x1000/seed_76/metrics.csv
76,reactive,1000.0,3.0,0.0,7.0,270.0,1066.0,4.389,197.62265,2.316654978864138,,1000.0,,,,1.0,0.0,0.0,experiments/results/batch100x1000/seed_76/reactive_seed76_20260815T165929Z,experiments/results/batch100x1000/seed_76/metrics.csv
77,evolutionary,1000.0,0.0,0.0,10.0,5.0,0.0,0.715,42.32272727272727,1.604354797008774,111.0,111.0,,,,0.0,0.0,0.0,experiments/results/batch100x1000/seed_77/evolutionary_seed77_20260815T165929Z,experiments/results/batch100x1000/seed_77/metrics.csv
77,random,1000.0,0.0,0.0,10.0,6.0,0.0,0.672,42.840368357487925,2.308008044912048,93.0,93.0,,,,0.0,0.0,0.0,experiments/results/batch100x1000/seed_77/random_seed77_20260815T165929Z,experiments/results/batch100x1000/seed_77/metrics.csv
77,reactive,1000.0,1.0,0.0,9.0,148.0,956.0,2.452,427.271780952381,2.3166799988362348,,1000.0,,,,1.0,0.0,0.0,experiments/results/batch100x1000/seed_77/reactive_seed77_20260815T165929Z,experiments/results/batch100x1000/seed_77/metrics.csv
78,evolutionary,1000.0,0.0,1.0,11.0,5.0,0.0,0.835,44.33937484084543,1.221676921844704,103.0,103.0,,,,0.0,1.0,0.0,experiments/results/batch100x1000/seed_78/evolutionary_seed78_20260815T165930Z,experiments/results/batch100x1000/seed_78/metrics.csv
78,random,1000.0,0.0,0.0,10.0,4.0,0.0,0.618,41.42869352869353,2.316696099124057,92.0,92.0,,,,0.0,0.0,0.0,experiments/results/batch100x1000/seed_78/random_seed78_20260815T165929Z,experiments/results/batch100x1000/seed_78/metrics.csv
78,reactive,1000.0,2.0,0.0,8.0,271.0,1412.0,4.23,341.5313575396825,2.3187228996446434,,1000.0,,,,1.0,0.0,0.0,experiments/results/batch100x1000/seed_78/reactive_seed78_20260815T165929Z,experiments/results/batch100x1000/seed_78/metrics.csv
79,evolutionary,1000.0,0.0,0.0,10.0,7.0,0.0,0.739,42.70533834586466,2.217716802313545,96.0,96.0,,,,0.0,0.0,0.0,experiments/results/batch100x1000/seed_79/evolutionary_seed79_20260815T165930Z,experiments/results/batch100x1000/seed_79/metrics.csv
79,random,1000.0,0.0,0.0,10.0,5.0,0.0,0.639,41.09697971781305,2.306469735524524,91.0,91.0,,,,0.0,0.0,0.0,experiments/results/batch100x1000/seed_79/random_seed79_20260815T165930Z,experiments/results/batch100x1000/seed_79/metrics.csv
79,reactive,1000.0,5.0,0.0,5.0,394.0,1657.0,6.118,288.72110357142856,2.3165024209637917,,1000.0,,,,1.0,0.0,0.0,experiments/results/batch100x1000/seed_79/reactive_seed79_20260815T165930Z,experiments/results/batch100x1000/seed_79/metrics.csv
80,evolutionary,1000.0,0.0,0.0,10.0,5.0,0.0,0.871,45.70976430976431,1.567929747127245,100.0,100.0,,,,0.0,0.0,0.0,experiments/results/batch100x1000/seed_80/evolutionary_seed80_20260815T165931Z,experiments/results/batch100x1000/seed_80/metrics.csv
80,random,1000.0,0.0,0.0,10.0,6.0,0.0,0.648,44.84979231568017,2.3142744767426837,108.0,108.0,,,,0.0,0.0,0.0,experiments/results/batch100x1000/seed_80/random_seed80_20260815T165930Z,experiments/results/batch100x1000/seed_80/metrics.csv
80,reactive,1000.0,3.0,0.0,7.0,281.0,2564.0,3.729,418.7761003968254,2.3127558992093187,,1000.0,,,,1.0,0.0,0.0,experiments/results/batch100x1000/seed_80/reactive_seed80_20260815T165930Z,experiments/results/batch100x1000/seed_80/metrics.csv
81,evolutionary,1000.0,0.0,0.0,10.0,29.0,0.0,1.156,43.18881386267491,1.9127429555441882,440.0,440.0,,,,0.0,0.0,0.0,experiments/results/batch100x1000/seed_81/evolutionary_seed81_20260815T165931Z,experiments/results/batch100x1000/seed_81/metrics.csv
